Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Uutuus;Hinnastojärjestyskoodi;Tyyppi;Alatyyppi;Erityisryhmä;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Etikettimerkintöjä;Huomautus;Rypäleet;Luonnehdinta;Pakkaustyyppi;Suljentatyyppi;Alkoholi-%;Hapot g/l;Sokeri g/l;Kantavierrep-%;Väri EBC;Katkerot EBU;Energia kcal/100 ml;Valikoima;EAN
886;Hennessy XO;Hennessy;0,7 l;195.59;279.41;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, täyteläinen, iäkäs, lämmin, kuivahedelmäinen, setrinen, pähkinäinen, tummasuklainen, yrttinen, ryhdikäs, pitkä;pullo;luonnonkorkki;40.0;;10;;;;230.0;vakiovalikoima;3,24599E+12
156843;Hienoa Cognac VS muovipullo;A.E.Dor;0,2 l;Dec.75;63.25;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kellanruskea, kevyt, nuorehko, lämmin, hedelmäinen, kevyen pähkinäinen, hennon yrttinen;muovipullo;muovisuljin;40.0;;13;;;;230.0;vakiovalikoima;6,4353E+12
156846;Hienoa Cognac VS muovipullo;A.E.Dor;0,5 l;27.49;54.58;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kellanruskea, kevyt, nuorehko, lämmin, hedelmäinen, kevyen pähkinäinen, hennon yrttinen;muovipullo;muovisuljin;40.0;;13;;;;230.0;vakiovalikoima;6,4353E+12
913;Hienoa Cognac VSOP;A. E. Dor;0,5 l;31.99;63.78;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Vaaleanruskea, keskitäyteläinen, melko iäkäs, terävä, hedelmäinen, hennon hunajainen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;12;;;;230.0;vakiovalikoima;6,4353E+12
914;Hienoa Cognac VSOP;A. E. Dor;1,5 l;97.86;65.24;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Vaaleanruskea, keskitäyteläinen, melko iäkäs, terävä, hedelmäinen, hennon hunajainen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;12;;;;230.0;vakiovalikoima;6,4353E+12
935427;Hine Antique XO Premier Cru;Hine Cognac;0,7 l;184.98;264.26;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac Grande Champagne;;;Meripihkanruskea, täyteläinen, iäkäs, lämmin, hedelmäinen, mausteinen;pullo;luonnonkorkki;40.0;;8;;;;230.0;tilausvalikoima;3,76011E+12
179257;Hine Rare;Thomas Hine;0,7 l;67.89;96.99;;432;konjakit;Muut-Konjakit;;;Ranska;Cognac;;AC Cognac Fine Champagne;;;Meripihkanruskea, täyteläinen, iäkäs, lämmin, kypsän hedelmäinen, aprikoosinen, hennon hunajainen, kevyen suklainen, yrttinen, tasapainoinen;pullo;luonnonkorkki;40.0;;10;;;;230.0;vakiovalikoima;3,76011E+12
916463;Jean-Luc Pasquet Le Cognac de Noel;Jean-Luc Pasquet;0,5 l;98.99;197.98;uutuus;432;konjakit;Muut-Konjakit;;;Ranska;Cognac;;;;;Kanelinruskea, täyteläinen, iäkäs, lämmin, kuivahedelmäinen, setrinen, pähkinäinen;pullo;muovisuljin;46.4;;0;;;;250.0;tilausvalikoima;3,77E+12
931365;Jean-Luc Pasquet L´Organic 04;Jean-Luc Pasquet;0,7 l;49.98;71.4;uutuus;432;konjakit;VSOP-Konjakit;luomu;;Ranska;Cognac;;;;;Kanelinruskea, täyteläinen, nuorehko, lämmin, mausteinen, hedelmäinen, persikkainen;pullo;muovisuljin;40.0;;0;;;;220.0;tilausvalikoima;3,77E+12
926154;Jean-Luc Pasquet L´Organic 07;Jean-Luc Pasquet;0,7 l;59.80;85.43;uutuus;432;konjakit;VSOP-Konjakit;luomu;;Ranska;Cognac;;;;;Kanelinruskea, täyteläinen, melko iäkäs, lämmin, kuivahedelmäinen, mausteinen, tamminen;pullo;muovisuljin;40.0;;0;;;;220.0;tilausvalikoima;3,77E+12
901876;Jean-Luc Pasquet L´Organic 10;Jean-Luc Pasquet;0,7 l;69.95;99.93;uutuus;432;konjakit;XO-Konjakit;luomu;;Ranska;Cognac;;;;;Kanelinruskea, täyteläinen, iäkäs, lämmin, kuivahedelmäinen, mausteinen, pähkinäinen;pullo;muovisuljin;40.0;;0;;;;220.0;tilausvalikoima;3,77E+12
137738;Jules Gautret VS;Jules Gautret;1 l;46.53;46.43;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, keskitäyteläinen, nuorehko, terävä, kevyen hedelmäinen, hennon kaakaoinen;pullo;luonnonkorkki;40.0;;12;;;;230.0;vakiovalikoima;3,04442E+12
137746;Jules Gautret VS muovipullo;Jules Gautret;0,5 l;24.99;49.58;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, keskitäyteläinen, nuorehko, terävä, kevyen hedelmäinen, hennon kaakaoinen;muovipullo;metallinen kierrekapseli;40.0;;12;;;;230.0;vakiovalikoima;3,04442E+12
954423;Larsen Drakkar Christmas Edition keraaminen pullo;Larsen SAS;0,7 l;250.00;357.14;uutuus;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;Fine Champagne;;;Kullanruskea, keskitäyteläinen, melko iäkäs, lämmin, aprikoosinen, hunajainen, tamminen;;luonnonkorkki;40.0;;11;;;;230.0;tilausvalikoima;3,27251E+12
935;Larsen VS;Larsen;0,7 l;37.98;54.11;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullankeltainen, keskitäyteläinen, nuorehko, lämmin, makean hedelmäinen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;11;;;;230.0;vakiovalikoima;3,27251E+12
109277;Larsen VSOP;Larsen;0,7 l;49.99;71.41;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, keskitäyteläinen, melko iäkäs, lämmin, aprikoosinen, hennon hunajainen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;10;;;;230.0;vakiovalikoima;3,27251E+12
109356;Larsen Very Special muovipullo;Larsen;0,5 l;24.98;49.96;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullankeltainen, keskitäyteläinen, nuorehko, lämmin, makean hedelmäinen, mausteinen, tamminen;muovipullo;metallinen kierrekapseli;40.0;;11;;;;230.0;vakiovalikoima;3,27251E+12
823;Larsen XO;Larsen;0,7 l;82.18;117.26;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, täyteläinen, iäkäs, lämmin, hedelmäinen, aprikoosinen, yrttinen, mausteinen, kevyen kaakaoinen;pullo;luonnonkorkki;40.0;;12;;;;230.0;vakiovalikoima;3,27251E+12
966;Le Sanglier VSOP;Fauconnier;0,7 l;37.98;54.11;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullankeltainen, keskitäyteläinen, melko iäkäs, terävä, hedelmäinen, kinuskinen, hennon sitruksinen, mausteinen;pullo;metallinen kierrekapseli;40.0;;12;;;;230.0;vakiovalikoima;3,16204E+12
143127;Martell Cordon Bleu Extra Old;Martell;0,7 l;149.98;214.26;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Mahonginruskea, täyteläinen, iäkäs, lämmin, taatelinen, hennon suklainen, mineraalinen, tamminen, pitkä;pullo;luonnonkorkki;40.0;;6;;;;230.0;vakiovalikoima;3,21982E+12
952125;Martell L'Or de Jean Martell;Martell & Co;0,7 l;2400.00;3428.57;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;;;;Kuparinruskea, täyteläinen, iäkäs;pullo;luonnonkorkki;40.0;;7;;;;230.0;tilausvalikoima;3,21982E+12
951;Martell VS Single Distillery;Martell;0,7 l;39.58;56.4;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkankeltainen, keskitäyteläinen, nuorehko, terävä, hedelmäinen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;8;;;;230.0;vakiovalikoima;3,21982E+12
917181;Martell VS Single Distillery;Martell & Co;0,05 l;Apr.58;91.6;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;;;;Meripihkankeltainen, keskitäyteläinen, nuorehko, terävä, hedelmäinen, mausteinen, tamminen;pullo;metallinen kierrekapseli;40.0;;8;;;;230.0;vakiovalikoima;3,21982E+12
953;Martell VS Single Distillery;Martell;0,2 l;13.49;67.45;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkankeltainen, keskitäyteläinen, nuorehko, terävä, hedelmäinen, mausteinen, tamminen;pullo;metallinen kierrekapseli;40.0;;8;;;;230.0;vakiovalikoima;3,21982E+12
931493;Martell VS Single Distillery 12-pack;Martell & Co;0,6 l;53.75;89.58;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;;;;Meripihkankeltainen, keskitäyteläinen, makeahko, nuorehko, terävä, hedelmäinen, mausteinen;pullo;metallinen kierrekapseli;40.0;;8;;;;230.0;tilausvalikoima;3,21982E+12
956;Martell VSOP;Martell;0,7 l;50.99;72.7;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Mahonginruskea, keskitäyteläinen, melko iäkäs, lämmin, kypsän hedelmäinen, kaakaoinen, kevyen yrttinen, hennon setrinen;pullo;luonnonkorkki;40.0;;7;;;;230.0;vakiovalikoima;3,21982E+12
189444;Martell XO;Martell;0,35 l;74.98;214.23;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Mahonginruskea, erittäin täyteläinen, iäkäs, lämmin, aprikoosinen, sitruksinen, kevyen kukkainen, tamminen, elegantti;pullo;luonnonkorkki;40.0;;11;;;;230.0;vakiovalikoima;3,21982E+12
916577;Martell XO;Martell & Co;0,7 l;174.98;249.97;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Mahonginruskea, täyteläinen, iäkäs, lämmin, aprikoosinen, suklainen, kevyen pähkinäinen, hennon yrttinen, tamminen, vivahteikas;pullo;luonnonkorkki;40.0;;11;;;;230.0;vakiovalikoima;3,21982E+12
116516;Maxime Trijol VSOP;Maxime Trijol;0,5 l;29.66;59.12;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;;;;Meripihkanruskea, täyteläinen, melko iäkäs, lämmin, kuivahedelmäinen, kevyen pähkinäinen, yrttinen, hennon tamminen;pullo;synteettinen korkki;40.0;;14;;;;230.0;vakiovalikoima;3,54468E+12
194416;Maxime Trijol VSOP muovipullo;Maxime Trijol;0,5 l;29.38;58.76;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, täyteläinen, melko iäkäs, lämmin, kuivahedelmäinen, kevyen pähkinäinen, yrttinen, hennon tamminen;muovipullo;metallinen kierrekapseli;40.0;;14;;;;230.0;vakiovalikoima;3,54468E+12
953533;Merlet XO;Merlet;0,2 l;31.41;157.05;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Mahonginruskea, täyteläinen, iäkäs, lämmin, vaniljainen, parfyyminen, viikunainen;pullo;luonnonkorkki;40.0;;6;;;;230.0;tilausvalikoima;3,44321E+12
159527;Meukow 1862 Esprit de Famille Cognac;A.C. Meukow;0,7 l;567.00;810.0;uutuus;432;konjakit;Muut-Konjakit;;;Ranska;Cognac;;AC Cognac Fine Champagne;;;Mahonginruskea, täyteläinen, iäkäs, lämmin, kuivahedelmäinen, aprikoosinen, kaakaoinen, tamminen, kevyen kukkainen, mausteinen;pullo;muu suljenta;40.0;;12;;;;230.0;erikoiserä;3,25715E+12
175207;Meukow Palme d'Or Rarissime Cognac;A.C. Meukow;0,7 l;220.00;314.29;uutuus;432;konjakit;Muut-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kuparinruskea, täyteläinen, iäkäs, lämmin, kuivahedelmäinen, aprikoosinen, kevyen appelsiininkuorinen, suklainen, hennon nahkainen, mausteinen;pullo;muu suljenta;41.3;;7;;;;230.0;erikoiserä;3,25715E+12
992;Meukow VS;Meukow;0,35 l;22.49;64.26;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Vaaleanruskea, keskitäyteläinen, nuorehko, terävä, makean hedelmäinen, kevyen kinuskinen, mausteinen;pullo;luonnonkorkki;40.0;;14;;;;230.0;vakiovalikoima;3,25715E+12
993;Meukow VS;Meukow;0,05 l;Apr.65;93.0;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Vaaleanruskea, keskitäyteläinen, nuorehko, terävä, makean hedelmäinen, kevyen kinuskinen, mausteinen;pullo;metallinen kierrekapseli;40.0;;14;;;;230.0;vakiovalikoima;3,25715E+12
991;Meukow VS;Meukow;0,7 l;39.49;56.41;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Vaaleanruskea, keskitäyteläinen, nuorehko, terävä, makean hedelmäinen, kevyen kinuskinen, mausteinen;pullo;luonnonkorkki;40.0;;14;;;;230.0;vakiovalikoima;3,25715E+12
109906;Meukow VS muovipullo;Meukow;0,5 l;27.98;55.56;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Vaaleanruskea, keskitäyteläinen, nuorehko, terävä, makean hedelmäinen, kevyen kinuskinen, mausteinen;muovipullo;metallinen kierrekapseli;40.0;;14;;;;230.0;vakiovalikoima;3,25715E+12
109414;Meukow VSOP Superior;Meukow;0,35 l;27.70;79.14;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, keskitäyteläinen, melko iäkäs, lämmin, makean hedelmäinen, kevyen kaakaoinen, hennon yrttinen;pullo;luonnonkorkki;40.0;;14;;;;230.0;vakiovalikoima;3,25715E+12
941;Meukow VSOP Superior;Meukow;0,7 l;50.95;72.79;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, keskitäyteläinen, melko iäkäs, lämmin, makean hedelmäinen, kevyen kaakaoinen, hennon yrttinen;pullo;luonnonkorkki;40.0;;14;;;;230.0;vakiovalikoima;3,25715E+12
163576;Meukow VSOP Superior;A.C. Meukow;0,5 l;41.50;83.0;uutuus;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;;;;Meripihkanruskea, keskitäyteläinen, melko iäkäs, lämmin, makean hedelmäinen, kevyen kaakaoinen, hennon yrttinen;pullo;muu suljenta;40.0;;14;;;;230.0;vakiovalikoima;3,25715E+12
108627;Meukow XO;Meukow;0,7 l;99.90;142.71;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kuparinruskea, täyteläinen, iäkäs, terävä, hedelmäinen, hennon aprikoosinen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;11;;;;230.0;vakiovalikoima;3,25715E+12
939;Meukow XO;Meukow;3 l;499.00;166.33;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kuparinruskea, täyteläinen, iäkäs, lämmin, kuivahedelmäinen, keltaomenainen, tummasuklainen, tamminen;pullo;luonnonkorkki;40.0;;13;;;;230.0;vakiovalikoima;3,25715E+12
1004;Monnet VS;Monnet;0,2 l;14.45;71.75;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, keskitäyteläinen, nuorehko, lämmin, hedelmäinen, kaakaoinen, vaniljainen, hennon yrttinen;pullo;metallinen kierrekapseli;40.0;;9;;;;230.0;vakiovalikoima;3,76011E+12
1002;Monnet VS;Monnet;0,35 l;21.49;61.11;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, keskitäyteläinen, nuorehko, lämmin, hedelmäinen, kaakaoinen, vaniljainen, hennon yrttinen;pullo;metallinen kierrekapseli;40.0;;9;;;;230.0;vakiovalikoima;3,76011E+12
1001;Monnet VS;J.G. Monnet;0,7 l;35.99;51.27;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, keskitäyteläinen, nuorehko, lämmin, hedelmäinen, kaakaoinen, vaniljainen, hennon yrttinen;pullo;luonnonkorkki;40.0;;9;;;;230.0;vakiovalikoima;3,76011E+12
110114;Monnet VSOP;Monnet;0,35 l;24.98;71.09;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, keskitäyteläinen, melko iäkäs, lämmin, aprikoosinen, kevyen kinuskinen, mausteinen, tamminen;pullo;metallinen kierrekapseli;40.0;;8;;;;230.0;vakiovalikoima;3,25137E+12
1011;Monnet VSOP;J.G. Monnet;0,7 l;42.48;60.54;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, keskitäyteläinen, melko iäkäs, lämmin, aprikoosinen, kevyen kinuskinen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;8;;;;230.0;vakiovalikoima;3,76011E+12
110126;Monnet VSOP muovipullo;Monnet;0,5 l;36.49;72.58;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, keskitäyteläinen, melko iäkäs, lämmin, aprikoosinen, kevyen kinuskinen, mausteinen, tamminen;muovipullo;metallinen kierrekapseli;40.0;;8;;;;230.0;vakiovalikoima;3,76011E+12
855;Monnet XO Flamboyant;Monnet;0,7 l;119.90;171.29;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Mahonginruskea, täyteläinen, iäkäs, lämmin, kypsän hedelmäinen, kevyen toffeinen, tamminen;pullo;luonnonkorkki;40.0;;8;;;;230.0;vakiovalikoima;3,76011E+12
153037;Monnet XXO;Monnet;0,7 l;239.95;342.79;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;;;;Mahonginruskea, täyteläinen, iäkäs, lämmin, kuivahedelmäinen, kevyen taatelinen, suklainen, pähkinäinen, hennon kanelinen, tamminen;pullo;luonnonkorkki;40.0;;8;;;;230.0;vakiovalikoima;3,76011E+12
163517;Monopol VS;Altia;0,7 l;34.89;49.7;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, keskitäyteläinen, nuorehko, lämmin, kypsän hedelmäinen, hennon suklainen, mausteinen;pullo;luonnonkorkki;40.0;;7;;;;230.0;vakiovalikoima;6,4127E+12
105674;Monopol VS muovipullo;Larsen S.A.S;0,35 l;19.99;56.83;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, keskitäyteläinen, nuorehko, lämmin, kypsän hedelmäinen, hennon suklainen, mausteinen;muovipullo;metallinen kierrekapseli;40.0;;7;;;;230.0;vakiovalikoima;6,4127E+12
106287;Monopol VSOP;Altia;0,7 l;42.89;61.13;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkankeltainen, keskitäyteläinen, melko iäkäs, lämmin, hedelmäinen, mausteinen, kevyen yrttinen, tamminen;pullo;luonnonkorkki;40.0;;8;;;;230.0;vakiovalikoima;6,4127E+12
130274;Monopol VSOP muovipullo;Larsen S.A.S;0,35 l;24.99;71.11;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkankeltainen, keskitäyteläinen, melko iäkäs, lämmin, hedelmäinen, mausteinen, kevyen yrttinen, tamminen;muovipullo;metallinen kierrekapseli;40.0;;8;;;;230.0;vakiovalikoima;6,4127E+12
199837;Méry Melrose VSOP Grande Champagne Organic;Méry Melrose;0,7 l;48.52;69.17;;432;konjakit;VSOP-Konjakit;luomu;;Ranska;Cognac;;AC Cognac Grande Champagne;;;Meripihkanruskea, täyteläinen, melko iäkäs, lämmin, kaneliomenainen, aprikoosinen, kevyen kukkainen, kermatoffeinen;pullo;luonnonkorkki;40.0;;8;;;;230.0;vakiovalikoima;3,76015E+12
104557;Pierre Ferrand Réserve Double Cask;Ferrand;0,7 l;69.99;99.99;;432;konjakit;Muut-Konjakit;;;Ranska;Cognac;;AC Cognac Grande Champagne;;;Meripihkanruskea, täyteläinen, melko iäkäs, lämmin, kypsän aprikoosinen, hedelmäinen, maitosuklainen, kukkainen, tamminen;pullo;luonnonkorkki;42.3;;12;;;;240.0;erikoiserä;3,46041E+12
141637;Pierre Vallet Single Cask 106 2007;Famille Vallet Sarl Chateau Montifaud;0,7 l;60.51;86.3;;432;konjakit;Muut-Konjakit;;;Ranska;Cognac;2007;;;;Kullankeltainen, täyteläinen, melko iäkäs, terävä, taatelinen, hasselpähkinäinen, tummasuklainen, yrttinen;pullo;muovisuljin;42.0;;;;;;230.0;erikoiserä;3,55014E+12
179827;Planat VS Select;Cognac Planat;0,7 l;33.90;48.29;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkankeltainen, keskitäyteläinen, nuorehko, lämmin, makean hedelmäinen, aprikoosinen, kevyen mausteinen, hennon toffeinen;pullo;luonnonkorkki;40.0;;10;;;;230.0;vakiovalikoima;3,7006E+12
976;Planat VSOP Prestige;Cognac Planat & Co;0,7 l;44.90;64.0;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, keskitäyteläinen, melko iäkäs, terävä, makean hedelmäinen, mausteinen;pullo;luonnonkorkki;40.0;;10;;;;230.0;vakiovalikoima;3,7006E+12
119687;Planat XO Imperial;Cognac Planat;0,7 l;67.90;96.86;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, keskitäyteläinen, melko iäkäs, terävä, aprikoosinen, kevyen pähkinäinen, hennon kaakaoinen, tamminen;pullo;luonnonkorkki;40.0;;11;;;;230.0;vakiovalikoima;3,7006E+12
946084;Prince Hubert de Polignac VS;Prince Hubert de Polignac;0,7 l;49.89;71.27;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;;;;Kullanruskea, keskitäyteläinen, nuorehko, lämmin, pähkinäinen, makeahko, hunajainen;pullo;luonnonkorkki;40.0;;9;;;;230.0;tilausvalikoima;3,77002E+12
937681;Prince Hubert de Polignac VSOP;Prince Hubert de Polignac;0,7 l;52.99;75.7;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;;;;Kastanjanruskea, täyteläinen, melko iäkäs, pehmeä, hedelmäinen, paahteinen, pähkinäinen;pullo;luonnonkorkki;40.0;;12;;;;230.0;tilausvalikoima;3,77002E+12
127206;Prince Hubert de Polignac VSOP;Prince Hubert de Polignac;0,5 l;26.96;53.52;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kuparinruskea, täyteläinen, melko iäkäs, lämmin, kuivahedelmäinen, pähkinäinen, kevyen kaakaoinen, runsas;pullo;metallinen kierrekapseli;40.0;;11;;;;230.0;vakiovalikoima;3,25051E+12
797;Ranin Cognac XO;A. E. Dor;0,7 l;86.89;124.13;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Kullanruskea, keskitäyteläinen, iäkäs, lämmin, hedelmäinen, kaakaoinen, pähkinäinen, tyylikäs;pullo;luonnonkorkki;40.0;;11;;;;230.0;vakiovalikoima;3,49797E+12
933195;Renault Avec;Renault;0,7 l;47.98;68.4;;432;konjakit;Muut-Konjakit;;;Ranska;Cognac;;;;;Mahonginruskea, keskitäyteläinen, nuorehko, pehmeä, aprikoosinen, appelsiininen, paahteinen, vaniljainen;pullo;synteettinen korkki;40.0;;15;;;;230.0;vakiovalikoima;6,4127E+12
924;Renault Bleu Nuit VS;Altia;0,7 l;39.28;55.97;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkankeltainen, keskitäyteläinen, nuorehko, lämmin, aprikoosinen, hennon suklainen, mausteinen;pullo;luonnonkorkki;40.0;;12;;;;230.0;vakiovalikoima;6,4127E+12
109243;Renault Blue Nuit VS;Renault;0,2 l;14.18;70.4;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkankeltainen, keskitäyteläinen, nuorehko, lämmin, aprikoosinen, hennon suklainen, mausteinen;pullo;metallinen kierrekapseli;40.0;;12;;;;230.0;vakiovalikoima;6,4127E+12
1041;Renault Carte Noire Extra Old;Renault;0,7 l;67.99;96.99;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, täyteläinen, iäkäs, lämmin, aprikoosinen, hennon vaniljainen, mausteinen;pullo;luonnonkorkki;40.0;;9;;;;230.0;vakiovalikoima;6,4127E+12
1042;Renault Carte Noire Extra Old;Renault;0,35 l;34.99;99.69;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, täyteläinen, iäkäs, lämmin, aprikoosinen, hennon vaniljainen, mausteinen;pullo;luonnonkorkki;40.0;;9;;;;230.0;vakiovalikoima;6,4127E+12
931177;Renault Carte Noire VSOP;Renault;0,7 l;59.98;85.54;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Meripihkanruskea, täyteläinen, melko iäkäs, pehmeä, kuivahedelmäinen, luumuinen, suklainen, tamminen;pullo;synteettinen korkki;40.0;;9;;;;230.0;vakiovalikoima;6,4127E+12
116527;Renault XO Carte d’Argent;Altia;0,7 l;152.48;217.83;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;AC Cognac;;;Mahonginruskea, täyteläinen, iäkäs, lämmin, kuivahedelmäinen, kaakaopapuinen, kevyen setrinen, hennon pähkinäinen, ryhdikäs, pitkä;pullo;luonnonkorkki;40.0;;9;;;;230.0;vakiovalikoima;6,4127E+12
110138;Reviseur Rare VSOP;Société Maine Drilhon;1 l;59.60;59.5;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac Petite Champagne;;;Meripihkanruskea, keskitäyteläinen, melko iäkäs, lämmin, kuivahedelmäinen, toffeinen, hennon yrttinen, tamminen;pullo;luonnonkorkki;40.0;;12;;;;230.0;vakiovalikoima;3,45929E+12
195928;Reviseur VS;Société du Maine Drilhon;1 l;49.00;48.9;;432;konjakit;VS-Konjakit;;;Ranska;Cognac;;AC Cognac Petite Champagne;;;Meripihkankeltainen, keskitäyteläinen, nuorehko, lämmin, hedelmäinen, mausteinen, hennon yrttinen;pullo;luonnonkorkki;40.0;;12;;;;230.0;vakiovalikoima;3,45929E+12
1013;Reviseur VSOP;Société du Maine Drilhon;0,7 l;46.80;66.71;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac Petite Champagne;;;Meripihkankeltainen, keskitäyteläinen, melko iäkäs, lämmin, kuivahedelmäinen, hunajainen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;11;;;;230.0;vakiovalikoima;3,45929E+12
137892;Reviseur VSOP;Société du Maine Drilhon;0,1 l;Sep.55;95.5;;432;konjakit;VSOP-Konjakit;;;Ranska;Cognac;;AC Cognac Petite Champagne;;;Meripihkankeltainen, keskitäyteläinen, melko iäkäs, lämmin, kuivahedelmäinen, hunajainen, mausteinen, tamminen;pullo;luonnonkorkki;40.0;;11;;;;230.0;vakiovalikoima;3,45929E+12
933526;Reviseur XO Single Estate Petite Champagne;Société du Maine Drilhon;0,7 l;139.90;199.86;;432;konjakit;XO-Konjakit;;;Ranska;Cognac;;;;;Kullanruskea, täyteläinen, melko iäkäs, lämmin, vaniljainen, tamminen, kuivahedelmäinen;pullo;luonnonkorkki;40.0;;13;;;;230.0;tilausvalikoima;3,45929E+12
